,id_measurement,probability,class
0,2904,0.0017091963,0.0
1,2905,0.0029503661,0.0
2,2906,0.003127852,0.0
3,2907,0.0075865956,0.0
4,2908,0.0012498463,0.0
5,2909,0.0012178365,0.0
6,2910,0.057103466,0.0
7,2911,0.001599523,0.0
8,2912,0.009676036,0.0
9,2913,0.0007777654,0.0
10,2914,0.0023951363,0.0
11,2915,0.00082426413,0.0
12,2916,0.015774364,0.0
13,2917,0.0036099914,0.0
14,2918,0.03627782,0.0
15,2919,0.00078025373,0.0
16,2920,0.0018070962,0.0
17,2921,0.009386771,0.0
18,2922,0.050106145,0.0
19,2923,0.007030835,0.0
20,2924,0.005262669,0.0
21,2925,0.002938103,0.0
22,2926,0.0027102665,0.0
23,2927,0.003035504,0.0
24,2928,0.0055708387,0.0
25,2929,0.0027729585,0.0
26,2930,0.0013229027,0.0
27,2931,0.0057247286,0.0
28,2932,0.0012605926,0.0
29,2933,0.0024806727,0.0
30,2934,0.009863357,0.0
31,2935,0.031638972,0.0
32,2936,0.0018209614,0.0
33,2937,0.0012042141,0.0
34,2938,0.004106266,0.0
35,2939,0.04953972,0.0
36,2940,0.20449577,0.0
37,2941,0.0024126526,0.0
38,2942,0.0050090677,0.0
39,2943,0.002583327,0.0
40,2944,0.003077025,0.0
41,2945,0.020342676,0.0
42,2946,0.0032789302,0.0
43,2947,0.005177416,0.0
44,2948,0.00056374865,0.0
45,2949,0.00055706233,0.0
46,2950,0.0019485126,0.0
47,2951,0.021965152,0.0
48,2952,0.0024182596,0.0
49,2953,0.004198791,0.0
50,2954,0.002172326,0.0
51,2955,0.13353747,0.0
52,2956,0.0056689833,0.0
53,2957,0.0025684787,0.0
54,2958,0.0019151006,0.0
55,2959,0.0014551765,0.0
56,2960,0.0030503366,0.0
57,2961,0.53163356,1.0
58,2962,0.0012184718,0.0
59,2963,0.003867807,0.0
60,2964,0.003516967,0.0
61,2965,0.002607651,0.0
62,2966,0.021492828,0.0
63,2967,0.6209853,1.0
64,2968,0.0039070626,0.0
65,2969,0.02057373,0.0
66,2970,0.0015794737,0.0
