,id_measurement,probability,class
0,2904,0.6302267,1.0
1,2905,0.03142562,0.0
2,2906,0.011793181,0.0
3,2907,0.19311887,0.0
4,2908,0.011011718,0.0
5,2909,0.13472036,0.0
6,2910,0.1442624,0.0
7,2911,0.011084641,0.0
8,2912,0.10732975,0.0
9,2913,0.010273246,0.0
10,2914,0.018702023,0.0
11,2915,0.02570208,0.0
12,2916,0.41367993,0.0
13,2917,0.037410397,0.0
14,2918,0.5439361,1.0
15,2919,0.048868984,0.0
16,2920,0.01225441,0.0
17,2921,0.00976558,0.0
18,2922,0.13138792,0.0
19,2923,0.042020734,0.0
20,2924,0.016741706,0.0
21,2925,0.025399925,0.0
22,2926,0.011235303,0.0
23,2927,0.027961364,0.0
24,2928,0.018493073,0.0
25,2929,0.025378274,0.0
26,2930,0.009075993,0.0
27,2931,0.113938026,0.0
28,2932,0.02254368,0.0
29,2933,0.011774763,0.0
30,2934,0.047040787,0.0
31,2935,0.052687254,0.0
32,2936,0.052734766,0.0
33,2937,0.00937851,0.0
34,2938,0.01266755,0.0
35,2939,0.076333776,0.0
36,2940,0.6837705,1.0
37,2941,0.0058190576,0.0
38,2942,0.27098212,0.0
39,2943,0.03573028,0.0
40,2944,0.14930154,0.0
41,2945,0.0234409,0.0
42,2946,0.009559634,0.0
43,2947,0.29667696,0.0
44,2948,0.010920051,0.0
45,2949,0.008846828,0.0
46,2950,0.057514306,0.0
47,2951,0.951255,1.0
48,2952,0.011232861,0.0
49,2953,0.06846254,0.0
50,2954,0.1404248,0.0
51,2955,0.8506615,1.0
52,2956,0.037741087,0.0
53,2957,0.03784959,0.0
54,2958,0.005844821,0.0
55,2959,0.03459788,0.0
56,2960,0.012192036,0.0
57,2961,0.9745028,1.0
58,2962,0.010587663,0.0
59,2963,0.07150387,0.0
60,2964,0.325756,0.0
61,2965,0.020139946,0.0
62,2966,0.09985574,0.0
63,2967,0.9987097,1.0
64,2968,0.08792971,0.0
65,2969,0.009687795,0.0
66,2970,0.019068543,0.0
67,2971,0.011823612,0.0
68,2972,0.255855,0.0
69,2973,0.8939443,1.0
70,2974,0.020416496,0.0
71,2975,0.022495948,0.0
72,2976,0.0081701325,0.0
73,2977,0.012125349,0.0
74,2978,0.016366499,0.0
75,2979,0.022573214,0.0
76,2980,0.61965454,1.0
77,2981,0.6950377,1.0
78,2982,0.022124274,0.0
79,2983,0.781482,1.0
80,2984,0.041043054,0.0
81,2985,0.031105239,0.0
82,2986,0.008599906,0.0
83,2987,0.04937078,0.0
84,2988,0.05187737,0.0
85,2989,0.023711476,0.0
86,2990,0.083221935,0.0
87,2991,0.041427236,0.0
88,2992,0.011819798,0.0
89,2993,0.13134912,0.0
90,2994,0.7372962,1.0
91,2995,0.010753829,0.0
92,2996,0.015431666,0.0
93,2997,0.0072104093,0.0
