,id_measurement,probability,class
0,2904,0.0022330903,0.0
1,2905,3.780407e-12,0.0
2,2906,1.223689e-11,0.0
3,2907,1.5190972e-14,0.0
4,2908,6.263943e-12,0.0
5,2909,6.0153735e-09,0.0
6,2910,3.4699817e-13,0.0
7,2911,2.4543152e-12,0.0
8,2912,1.4912645e-14,0.0
9,2913,5.611683e-13,0.0
10,2914,7.838143e-15,0.0
11,2915,1.9393255e-07,0.0
12,2916,0.0011462518,0.0
13,2917,4.3008652e-12,0.0
14,2918,0.590072,1.0
15,2919,9.114466e-13,0.0
16,2920,7.327685e-14,0.0
17,2921,2.7286582e-13,0.0
18,2922,9.194015e-09,0.0
19,2923,0.24232379,0.0
20,2924,2.293079e-14,0.0
21,2925,5.9406218e-09,0.0
22,2926,4.7827235e-11,0.0
23,2927,3.9910098e-12,0.0
24,2928,7.9796445e-13,0.0
25,2929,1.0843734e-13,0.0
26,2930,2.1476688e-12,0.0
27,2931,1.5401542e-12,0.0
28,2932,1.2780673e-13,0.0
29,2933,8.5551425e-14,0.0
30,2934,3.836691e-11,0.0
31,2935,0.9051845,1.0
32,2936,1.2728535e-10,0.0
33,2937,1.3599455e-13,0.0
34,2938,2.3077716e-12,0.0
35,2939,2.7394283e-12,0.0
36,2940,0.09225968,0.0
37,2941,1.3688318e-14,0.0
38,2942,3.079919e-14,0.0
39,2943,4.254474e-07,0.0
40,2944,3.9002096e-08,0.0
41,2945,1.0281702e-11,0.0
42,2946,4.747842e-14,0.0
43,2947,1.4695307e-11,0.0
44,2948,3.136678e-14,0.0
45,2949,3.788921e-14,0.0
46,2950,1.3774558e-11,0.0
47,2951,1.1240687e-07,0.0
48,2952,7.428057e-15,0.0
49,2953,4.537254e-14,0.0
50,2954,2.6909261e-11,0.0
51,2955,0.2437438,0.0
52,2956,9.231948e-14,0.0
53,2957,8.6285674e-08,0.0
54,2958,8.836077e-14,0.0
55,2959,3.3813716e-10,0.0
56,2960,1.5847013e-06,0.0
57,2961,0.021228747,0.0
58,2962,2.5819528e-14,0.0
59,2963,2.8807557e-14,0.0
60,2964,3.6159468e-13,0.0
61,2965,1.1935345e-13,0.0
62,2966,9.154181e-11,0.0
63,2967,0.6240403,1.0
64,2968,7.965487e-13,0.0
65,2969,8.966687e-14,0.0
66,2970,5.2133114e-10,0.0
67,2971,6.3335445e-14,0.0
68,2972,9.56943e-11,0.0
69,2973,3.959553e-11,0.0
70,2974,8.2037244e-10,0.0
71,2975,5.6300024e-14,0.0
72,2976,1.6064508e-12,0.0
73,2977,1.8198665e-10,0.0
74,2978,3.941584e-10,0.0
75,2979,3.8688448e-13,0.0
76,2980,0.11184016,0.0
77,2981,4.4792824e-07,0.0
78,2982,5.0167277e-11,0.0
79,2983,2.224048e-09,0.0
80,2984,2.2552765e-11,0.0
81,2985,2.0210779e-14,0.0
82,2986,3.6426911e-06,0.0
83,2987,4.2796508e-10,0.0
84,2988,6.4378407e-13,0.0
85,2989,2.6954569e-11,0.0
86,2990,5.525588e-13,0.0
87,2991,3.4461234e-14,0.0
88,2992,1.4402289e-10,0.0
89,2993,3.3612158e-12,0.0
90,2994,0.0027777953,0.0
91,2995,1.1044061e-12,0.0
92,2996,8.48207e-06,0.0
93,2997,1.2684333e-13,0.0
94,2998,4.2926078e-14,0.0
95,2999,0.99674964,1.0
96,3000,2.9609873e-13,0.0
97,3001,7.165647e-13,0.0
98,3002,1.04604204e-07,0.0
99,3003,9.7642776e-11,0.0
100,3004,1.5143968e-13,0.0
101,3005,1.0344268e-12,0.0
102,3006,6.532446e-15,0.0
103,3007,5.657628e-09,0.0
104,3008,0.0024207514,0.0
105,3009,0.027874831,0.0
106,3010,1.2264849e-09,0.0
107,3011,3.112317e-13,0.0
108,3012,9.397917e-11,0.0
109,3013,0.22075942,0.0
110,3014,1.1903386e-06,0.0
111,3015,4.683654e-07,0.0
112,3016,4.5011677e-12,0.0
113,3017,1.4343868e-14,0.0
