,id_measurement,probability,class
0,2904,0.032683887,0.0
1,2905,0.012686524,0.0
2,2906,0.013102618,0.0
3,2907,0.024475088,0.0
4,2908,0.010946085,0.0
5,2909,0.012882866,0.0
6,2910,0.024402818,0.0
7,2911,0.012378595,0.0
8,2912,0.007828083,0.0
9,2913,0.011456419,0.0
10,2914,0.0095058065,0.0
11,2915,0.010403384,0.0
12,2916,0.9558211,1.0
13,2917,0.014174471,0.0
14,2918,0.6105311,1.0
15,2919,0.014516998,0.0
16,2920,0.011636405,0.0
17,2921,0.013669237,0.0
18,2922,0.03565056,0.0
19,2923,0.122179046,0.0
20,2924,0.011778393,0.0
21,2925,0.012399384,0.0
22,2926,0.017120875,0.0
23,2927,0.020255787,0.0
24,2928,0.02210413,0.0
25,2929,0.00977454,0.0
26,2930,0.012904233,0.0
27,2931,0.02918829,0.0
28,2932,0.0110322945,0.0
29,2933,0.010750116,0.0
30,2934,0.01922715,0.0
31,2935,0.030334782,0.0
32,2936,0.016455414,0.0
33,2937,0.013441141,0.0
34,2938,0.013937841,0.0
35,2939,0.029320998,0.0
36,2940,0.12401855,0.0
37,2941,0.008158047,0.0
38,2942,0.008981188,0.0
39,2943,0.03507001,0.0
40,2944,0.032561768,0.0
41,2945,0.013070219,0.0
42,2946,0.0136261545,0.0
43,2947,0.01706871,0.0
44,2948,0.01300346,0.0
45,2949,0.010445116,0.0
46,2950,0.018608714,0.0
47,2951,0.41719627,0.0
48,2952,0.009105179,0.0
49,2953,0.008238151,0.0
50,2954,0.021801881,0.0
51,2955,0.1904917,0.0
52,2956,0.012072845,0.0
53,2957,0.011694399,0.0
54,2958,0.01019628,0.0
55,2959,0.012801994,0.0
56,2960,0.013355613,0.0
57,2961,0.22271721,0.0
58,2962,0.009888872,0.0
59,2963,0.014882464,0.0
60,2964,0.026860604,0.0
61,2965,0.017372213,0.0
62,2966,0.07803414,0.0
63,2967,0.9653158,1.0
64,2968,0.020114569,0.0
65,2969,0.011282035,0.0
66,2970,0.014760042,0.0
67,2971,0.011212119,0.0
68,2972,0.021678424,0.0
69,2973,0.022944449,0.0
70,2974,0.012277791,0.0
71,2975,0.0146233225,0.0
72,2976,0.009510476,0.0
73,2977,0.010877505,0.0
74,2978,0.022872457,0.0
75,2979,0.015564655,0.0
76,2980,0.043262124,0.0
77,2981,0.060115244,0.0
78,2982,0.011682835,0.0
79,2983,0.038319398,0.0
80,2984,0.012394373,0.0
81,2985,0.016379952,0.0
82,2986,0.01476491,0.0
83,2987,0.032343753,0.0
84,2988,0.018284194,0.0
85,2989,0.012153701,0.0
86,2990,0.011648871,0.0
87,2991,0.015992593,0.0
88,2992,0.010055587,0.0
89,2993,0.011444296,0.0
90,2994,0.43005544,0.0
91,2995,0.00977262,0.0
92,2996,0.018560113,0.0
93,2997,0.0105812065,0.0
94,2998,0.010295908,0.0
95,2999,0.9716923,1.0
96,3000,0.010358396,0.0
97,3001,0.012730617,0.0
98,3002,0.010818157,0.0
99,3003,0.014940606,0.0
100,3004,0.014622257,0.0
101,3005,0.015055331,0.0
102,3006,0.03405859,0.0
103,3007,0.015492502,0.0
104,3008,0.014813885,0.0
105,3009,0.01644321,0.0
106,3010,0.013391506,0.0
107,3011,0.014981541,0.0
108,3012,0.014994988,0.0
109,3013,0.32291156,0.0
110,3014,0.012366493,0.0
111,3015,0.033724632,0.0
112,3016,0.012486148,0.0
113,3017,0.042225096,0.0
114,3018,0.039688557,0.0
115,3019,0.011816055,0.0
116,3020,0.012527036,0.0
117,3021,0.27429295,0.0
118,3022,0.013758228,0.0
119,3023,0.013011051,0.0
120,3024,0.33871922,0.0
121,3025,0.0102809435,0.0
122,3026,0.011297647,0.0
123,3027,0.014897041,0.0
124,3028,0.019630868,0.0
125,3029,0.016458463,0.0
126,3030,0.013153344,0.0
127,3031,0.008971016,0.0
128,3032,0.015066513,0.0
129,3033,0.011782573,0.0
130,3034,0.030513588,0.0
131,3035,0.020025248,0.0
132,3036,0.012230394,0.0
133,3037,0.015382796,0.0
134,3038,0.013117702,0.0
135,3039,0.033806823,0.0
136,3040,0.013003246,0.0
137,3041,0.012045838,0.0
138,3042,0.012237285,0.0
139,3043,0.016513605,0.0
140,3044,0.013213829,0.0
141,3045,0.013950953,0.0
142,3046,0.02984199,0.0
143,3047,0.019974453,0.0
144,3048,0.012116185,0.0
145,3049,0.014701091,0.0
146,3050,0.013187052,0.0
147,3051,0.0072947866,0.0
148,3052,0.01533214,0.0
149,3053,0.01243082,0.0
150,3054,0.01754027,0.0
151,3055,0.8379572,1.0
152,3056,0.0136980815,0.0
153,3057,0.008781085,0.0
154,3058,0.013469334,0.0
155,3059,0.011570305,0.0
156,3060,0.013704442,0.0
157,3061,0.019956337,0.0
158,3062,0.011549453,0.0
159,3063,0.13758755,0.0
160,3064,0.072890975,0.0
161,3065,0.039532587,0.0
162,3066,0.011143141,0.0
163,3067,0.008030615,0.0
164,3068,0.012717835,0.0
165,3069,0.012302785,0.0
166,3070,0.012170296,0.0
167,3071,0.0149496775,0.0
168,3072,0.013736344,0.0
169,3073,0.19879033,0.0
170,3074,0.032520175,0.0
171,3075,0.011339578,0.0
172,3076,0.9973266,1.0
173,3077,0.035177927,0.0
174,3078,0.012379836,0.0
175,3079,0.0129749235,0.0
176,3080,0.072417825,0.0
177,3081,0.017149948,0.0
178,3082,0.051576287,0.0
179,3083,0.03698288,0.0
180,3084,0.021012926,0.0
181,3085,0.011954997,0.0
182,3086,0.95528805,1.0
183,3087,0.0106596,0.0
184,3088,0.01313867,0.0
185,3089,0.009917083,0.0
186,3090,0.019213805,0.0
187,3091,0.013025933,0.0
188,3092,0.014057241,0.0
189,3093,0.0179678,0.0
190,3094,0.008704794,0.0
191,3095,0.016248297,0.0
192,3096,0.012194099,0.0
193,3097,0.022313185,0.0
194,3098,0.016233793,0.0
195,3099,0.022450266,0.0
196,3100,0.011529922,0.0
197,3101,0.011183661,0.0
198,3102,0.02273289,0.0
199,3103,0.014649449,0.0
200,3104,0.012186616,0.0
201,3105,0.011210201,0.0
202,3106,0.0350972,0.0
203,3107,0.041207016,0.0
204,3108,0.10202714,0.0
205,3109,0.013029458,0.0
206,3110,0.021629386,0.0
207,3111,0.015916023,0.0
208,3112,0.13126318,0.0
209,3113,0.016680535,0.0
210,3114,0.05512744,0.0
211,3115,0.02880489,0.0
212,3116,0.019767199,0.0
213,3117,0.016780203,0.0
214,3118,0.009828506,0.0
215,3119,0.012788311,0.0
216,3120,0.01973466,0.0
217,3121,0.018794805,0.0
218,3122,0.016699057,0.0
219,3123,0.04003783,0.0
220,3124,0.01565759,0.0
221,3125,0.009627867,0.0
222,3126,0.009444695,0.0
223,3127,0.06328636,0.0
224,3128,0.011504314,0.0
225,3129,0.015780643,0.0
226,3130,0.07310736,0.0
227,3131,0.014197932,0.0
228,3132,0.01592815,0.0
229,3133,0.0085300915,0.0
230,3134,0.018493652,0.0
231,3135,0.012595749,0.0
232,3136,0.010508708,0.0
233,3137,0.008583825,0.0
234,3138,0.024270149,0.0
235,3139,0.013009606,0.0
236,3140,0.014285902,0.0
237,3141,0.9595071,1.0
238,3142,0.014937897,0.0
239,3143,0.010910017,0.0
240,3144,0.014447166,0.0
241,3145,0.010239687,0.0
242,3146,0.018629624,0.0
243,3147,0.01119881,0.0
244,3148,0.014980549,0.0
245,3149,0.96837115,1.0
246,3150,0.019297836,0.0
247,3151,0.02064941,0.0
248,3152,0.018539073,0.0
249,3153,0.012566168,0.0
250,3154,0.015679229,0.0
251,3155,0.8822388,1.0
252,3156,0.012281736,0.0
253,3157,0.017114555,0.0
254,3158,0.015312529,0.0
255,3159,0.0150783695,0.0
256,3160,0.017463468,0.0
257,3161,0.016650403,0.0
258,3162,0.011876254,0.0
259,3163,0.024410227,0.0
260,3164,0.023545993,0.0
261,3165,0.01761173,0.0
262,3166,0.05580337,0.0
263,3167,0.011076286,0.0
264,3168,0.015653059,0.0
265,3169,0.013962102,0.0
266,3170,0.01835135,0.0
267,3171,0.018487643,0.0
268,3172,0.04087982,0.0
269,3173,0.012167213,0.0
270,3174,0.035034623,0.0
271,3175,0.016085213,0.0
272,3176,0.05858879,0.0
273,3177,0.8676459,1.0
274,3178,0.0155730955,0.0
275,3179,0.010466928,0.0
276,3180,0.062293936,0.0
277,3181,0.013644162,0.0
278,3182,0.010802743,0.0
279,3183,0.011245743,0.0
280,3184,0.015764957,0.0
281,3185,0.009571949,0.0
282,3186,0.012466272,0.0
283,3187,0.017254708,0.0
284,3188,0.44105786,0.0
285,3189,0.03201494,0.0
286,3190,0.0122644575,0.0
287,3191,0.012988553,0.0
288,3192,0.008881725,0.0
289,3193,0.012544377,0.0
290,3194,0.015081741,0.0
291,3195,0.010571311,0.0
292,3196,0.011640277,0.0
293,3197,0.012016512,0.0
294,3198,0.013779376,0.0
295,3199,0.92049855,1.0
296,3200,0.010065953,0.0
297,3201,0.012172607,0.0
298,3202,0.011853316,0.0
299,3203,0.025418505,0.0
300,3204,0.009679574,0.0
301,3205,0.021158291,0.0
302,3206,0.016896978,0.0
303,3207,0.013226873,0.0
304,3208,0.020783996,0.0
305,3209,0.18013737,0.0
306,3210,0.7842738,1.0
307,3211,0.0144522255,0.0
308,3212,0.97494465,1.0
309,3213,0.009996497,0.0
310,3214,0.026146151,0.0
311,3215,0.011669674,0.0
312,3216,0.013429063,0.0
313,3217,0.0110534895,0.0
