,id_measurement,hard_voted_class,avg_probability,soft_voted_class
0,2904,0,0.08359632,0.0
1,2905,0,9.163582e-07,0.0
2,2906,0,8.307899e-06,0.0
3,2907,0,1.5885932e-06,0.0
4,2908,0,3.4913344e-06,0.0
5,2909,0,2.0523581e-05,0.0
6,2910,0,8.793215e-07,0.0
7,2911,0,8.1855353e-07,0.0
8,2912,0,1.1844883e-06,0.0
9,2913,0,3.2723535e-06,0.0
10,2914,0,7.705368e-07,0.0
11,2915,0,8.191777e-06,0.0
12,2916,0,0.005344947,0.0
13,2917,0,1.5987825e-06,0.0
14,2918,0,0.0047277547,0.0
15,2919,0,1.2039757e-06,0.0
16,2920,0,2.8606942e-06,0.0
17,2921,0,3.9558245e-06,0.0
18,2922,0,9.565269e-06,0.0
19,2923,0,0.11592524,0.0
20,2924,0,1.3071779e-06,0.0
21,2925,0,0.06778109,0.0
22,2926,0,4.600369e-06,0.0
23,2927,0,0.053374756,0.0
24,2928,0,1.7318768e-06,0.0
25,2929,0,1.8101584e-06,0.0
26,2930,0,8.484775e-07,0.0
27,2931,0,9.735827e-07,0.0
28,2932,0,1.1397416e-06,0.0
29,2933,0,1.2935873e-06,0.0
30,2934,0,1.0477609e-06,0.0
31,2935,1,0.6610976,1.0
32,2936,0,8.617594e-07,0.0
33,2937,0,9.258192e-07,0.0
34,2938,0,1.3233102e-05,0.0
35,2939,0,7.015133e-07,0.0
36,2940,0,0.21541753,0.0
37,2941,0,6.9643863e-07,0.0
38,2942,0,1.8825133e-06,0.0
39,2943,0,2.5450302e-06,0.0
40,2944,0,2.0075106e-06,0.0
41,2945,0,3.0925153e-06,0.0
42,2946,0,1.4051269e-06,0.0
43,2947,0,2.083851e-06,0.0
44,2948,0,7.795158e-07,0.0
45,2949,0,1.0774811e-06,0.0
46,2950,0,8.1859815e-07,0.0
47,2951,0,2.1397687e-05,0.0
48,2952,0,6.9010855e-07,0.0
49,2953,0,1.0040768e-05,0.0
50,2954,0,4.7121102e-06,0.0
51,2955,0,0.0011247154,0.0
52,2956,0,9.4045197e-07,0.0
53,2957,0,1.4769728e-06,0.0
54,2958,0,1.7594166e-06,0.0
55,2959,0,0.025875658,0.0
56,2960,0,0.081066616,0.0
57,2961,0,0.021348905,0.0
58,2962,0,8.0863373e-07,0.0
59,2963,0,6.9082525e-06,0.0
60,2964,0,1.2700245e-06,0.0
61,2965,0,3.7110535e-06,0.0
62,2966,0,0.0021659045,0.0
63,2967,0,0.34531778,0.0
64,2968,0,4.7834737e-06,0.0
65,2969,0,7.04373e-06,0.0
66,2970,0,0.0043109334,0.0
67,2971,0,8.000866e-07,0.0
68,2972,0,0.00048144758,0.0
69,2973,0,7.09194e-06,0.0
70,2974,0,2.500245e-06,0.0
71,2975,0,8.409688e-07,0.0
